State,District,Crop,season,Avg_Yield,crop_Temp_Min,crop_Temp_Max,crop_Rainfall_Min,crop_Rainfall_Max,crop_pH_Min,crop_pH_Max,crop_N_kg_ha,crop_P_kg_ha,crop_K_kg_ha,crop_Avg_Yield_t_ha,Units,crop_Season,crop_Soil_Texture,crop_Irrigation_Type
Jammu And Kashmir,Kishtwar,Maize,Kharif     ,1.1679710510813768,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Kishtwar,Masoor,Rabi       ,0.56,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Jammu And Kashmir,Kishtwar,Moong(Green Gram),Kharif     ,0.575,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Jammu And Kashmir,Kishtwar,Onion,Rabi       ,2.5,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Kishtwar,Potato,Kharif     ,6.88,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Kishtwar,Potato,Rabi       ,8.2,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Kishtwar,Ragi,Kharif     ,0.5,20.0,30.0,500.0,1000.0,5.5,7.5,60.0,40.0,30.0,3.0,Tons/Ha,Kharif,Loam,Rainfed
Jammu And Kashmir,Kishtwar,Rapeseed &Mustard,Rabi       ,0.6060240963855421,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Kishtwar,Rice,Kharif     ,1.4519591141396933,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Kishtwar,Small Millets,Kharif     ,0.3816324261392252,20.0,30.0,400.0,800.0,5.5,7.5,40.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Kishtwar,Sugarcane,Whole Year ,1.5,20.0,35.0,1000.0,1500.0,6.5,7.5,275.0,80.0,140.0,100.0,Tons/Ha,Annual,Deep loam,Furrow/Drip
Jammu And Kashmir,Kishtwar,Urad,Kharif     ,0.42007168458781363,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Jammu And Kashmir,Kishtwar,Wheat,Kharif     ,0.12,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Kishtwar,Wheat,Rabi       ,1.2371194379391102,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Kulgam,Dry Chillies,Kharif     ,1.1944444444444444,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Kulgam,Maize,Kharif     ,1.918735301802979,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Kulgam,Moong(Green Gram),Kharif     ,0.515625,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Jammu And Kashmir,Kulgam,Onion,Kharif     ,0.9025000000000001,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Kulgam,Onion,Rabi       ,2.3563330786860197,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Kulgam,Potato,Kharif     ,7.962921348314607,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Kulgam,Potato,Rabi       ,11.937583282858874,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Kulgam,Rapeseed &Mustard,Rabi       ,0.7119806725537496,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Kulgam,Rice,Kharif     ,2.2803949559838212,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Kulgam,Urad,Kharif     ,0.03423423423423423,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Jammu And Kashmir,Kulgam,Wheat,Rabi       ,1.25,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Kupwara,Bajra,Kharif     ,0.6,25.0,35.0,400.0,600.0,6.0,7.5,60.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Kupwara,Maize,Kharif     ,1.00189266465167,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Kupwara,Onion,Kharif     ,0.5,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Kupwara,Potato,Kharif     ,8.189130434782609,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Kupwara,Potato,Whole Year ,9.826086956521738,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Kupwara,Rapeseed &Mustard,Rabi       ,0.474025974025974,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Kupwara,Rice,Kharif     ,1.6163808755808862,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Kupwara,Small Millets,Kharif     ,0.625,20.0,30.0,400.0,800.0,5.5,7.5,40.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Kupwara,Wheat,Rabi       ,1.2037037037037037,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Poonch,Dry Chillies,Kharif     ,1.1558571428571427,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Poonch,Dry Chillies,Rabi       ,1.0,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Poonch,Dry Chillies,Whole Year ,1.1764705882352942,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Poonch,Garlic,Rabi       ,0.8615384615384615,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Jammu And Kashmir,Poonch,Garlic,Whole Year ,0.8620689655172413,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Jammu And Kashmir,Poonch,Ginger,Kharif     ,1.2,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Poonch,Maize,Kharif     ,1.977734773919122,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Poonch,Onion,Kharif     ,0.16666666666666666,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Poonch,Potato,Kharif     ,5.2,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Poonch,Potato,Rabi       ,17.682777777777776,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Poonch,Potato,Whole Year ,6.5,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Poonch,Rapeseed &Mustard,Rabi       ,0.44149746192893397,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Poonch,Rice,Kharif     ,1.4978916368780455,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Poonch,Turmeric,Kharif     ,1.1,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Jammu And Kashmir,Poonch,Urad,Kharif     ,0.5,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Jammu And Kashmir,Poonch,Wheat,Rabi       ,1.4239502540786306,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Pulwama,Dry Chillies,Kharif     ,1.178740157480315,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Pulwama,Dry Chillies,Whole Year ,1.1778290993071594,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Pulwama,Garlic,Rabi       ,0.65,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Jammu And Kashmir,Pulwama,Maize,Kharif     ,0.9366459814602299,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Pulwama,Masoor,Rabi       ,0.5074626865671642,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Jammu And Kashmir,Pulwama,Moong(Green Gram),Kharif     ,0.4090909090909091,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Jammu And Kashmir,Pulwama,Onion,Kharif     ,0.9071428571428571,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Pulwama,Onion,Rabi       ,2.35,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Pulwama,Onion,Whole Year ,2.471014492753623,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Pulwama,Potato,Kharif     ,6.7875000000000005,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Pulwama,Potato,Rabi       ,9.805882352941177,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Pulwama,Potato,Whole Year ,12.337931034482759,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Pulwama,Rapeseed &Mustard,Rabi       ,0.7402708490164627,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Pulwama,Rice,Kharif     ,2.216400359168228,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Pulwama,Urad,Kharif     ,0.5385185185185186,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Jammu And Kashmir,Pulwama,Wheat,Rabi       ,1.578125,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Rajauri,Bajra,Kharif     ,0.6723675838266201,25.0,35.0,400.0,600.0,6.0,7.5,60.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Rajauri,Barley,Kharif     ,0.35025773195876286,12.0,25.0,300.0,600.0,6.0,8.0,60.0,40.0,40.0,5.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Rajauri,Barley,Rabi       ,0.4,12.0,25.0,300.0,600.0,6.0,8.0,60.0,40.0,40.0,5.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Rajauri,Coriander,Rabi       ,0.13333333333333333,15.0,25.0,400.0,600.0,6.0,8.0,60.0,30.0,30.0,2.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Rajauri,Dry Chillies,Kharif     ,0.6555023923444976,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Rajauri,Dry Chillies,Whole Year ,0.6236559139784946,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Rajauri,Garlic,Rabi       ,0.9299145299145299,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Jammu And Kashmir,Rajauri,Garlic,Whole Year ,0.9523809523809523,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Jammu And Kashmir,Rajauri,Ginger,Kharif     ,1.5,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Rajauri,Gram,Rabi       ,0.625,15.0,25.0,400.0,600.0,6.0,8.0,20.0,50.0,25.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Rajauri,Horse-Gram,Kharif     ,0.4192307692307692,25.0,32.0,200.0,800.0,6.0,7.5,20.0,30.0,12.0,1.5,Tons/Ha,Kharif,Sandy,Rainfed
Jammu And Kashmir,Rajauri,Jowar,Kharif     ,0.55,25.0,35.0,400.0,800.0,6.0,8.0,80.0,40.0,40.0,3.0,Tons/Ha,Kharif/Rabi,Loam,Rainfed
Jammu And Kashmir,Rajauri,Maize,Kharif     ,2.369665056120727,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Rajauri,Masoor,Rabi       ,0.9,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Jammu And Kashmir,Rajauri,Moong(Green Gram),Kharif     ,2.5,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Jammu And Kashmir,Rajauri,Potato,Kharif     ,50.1,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Rajauri,Potato,Rabi       ,11.399999999999999,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Rajauri,Potato,Whole Year ,5.916666666666666,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Rajauri,Rapeseed &Mustard,Rabi       ,0.4634876460367017,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Rajauri,Rice,Kharif     ,1.554020803442812,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Rajauri,Sesamum,Kharif     ,0.36464285714285716,25.0,35.0,500.0,800.0,5.5,8.0,40.0,40.0,20.0,1.5,Tons/Ha,Kharif,Well-drained loam,Rainfed/Drip
Jammu And Kashmir,Rajauri,Small Millets,Kharif     ,0.5607142857142857,20.0,30.0,400.0,800.0,5.5,7.5,40.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Rajauri,Sugarcane,Kharif     ,1.5,20.0,35.0,1000.0,1500.0,6.5,7.5,275.0,80.0,140.0,100.0,Tons/Ha,Annual,Deep loam,Furrow/Drip
Jammu And Kashmir,Rajauri,Sugarcane,Whole Year ,1.2916666666666665,20.0,35.0,1000.0,1500.0,6.5,7.5,275.0,80.0,140.0,100.0,Tons/Ha,Annual,Deep loam,Furrow/Drip
Jammu And Kashmir,Rajauri,Tobacco,Whole Year ,0.1,20.0,27.0,500.0,1200.0,5.5,6.5,100.0,50.0,100.0,3.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Jammu And Kashmir,Rajauri,Turmeric,Whole Year ,1.0,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Jammu And Kashmir,Rajauri,Urad,Kharif     ,0.49841772151898733,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Jammu And Kashmir,Rajauri,Urad,Rabi       ,0.45,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Jammu And Kashmir,Rajauri,Wheat,Rabi       ,1.7067564799854358,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Ramban,Barley,Rabi       ,0.32092778070637845,12.0,25.0,300.0,600.0,6.0,8.0,60.0,40.0,40.0,5.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Ramban,Maize,Kharif     ,1.3228703703703704,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Ramban,Onion,Rabi       ,2.5,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Ramban,Rapeseed &Mustard,Rabi       ,0.6101441812564367,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Ramban,Rice,Kharif     ,1.3719512195121952,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Ramban,Wheat,Rabi       ,0.9380905064728594,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Reasi,Bajra,Kharif     ,0.609594882729211,25.0,35.0,400.0,600.0,6.0,7.5,60.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Reasi,Bajra,Rabi       ,0.9125,25.0,35.0,400.0,600.0,6.0,7.5,60.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Reasi,Barley,Kharif     ,0.35,12.0,25.0,300.0,600.0,6.0,8.0,60.0,40.0,40.0,5.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Reasi,Barley,Rabi       ,0.9166599150389769,12.0,25.0,300.0,600.0,6.0,8.0,60.0,40.0,40.0,5.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Reasi,Dry Chillies,Kharif     ,1.1333333333333333,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Reasi,Garlic,Rabi       ,0.8576923076923078,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Jammu And Kashmir,Reasi,Ginger,Kharif     ,1.1666666666666667,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Reasi,Horse-Gram,Kharif     ,0.46551724137931033,25.0,32.0,200.0,800.0,6.0,7.5,20.0,30.0,12.0,1.5,Tons/Ha,Kharif,Sandy,Rainfed
Jammu And Kashmir,Reasi,Maize,Kharif     ,1.3084069535480194,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Reasi,Masoor,Rabi       ,0.5,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Jammu And Kashmir,Reasi,Moong(Green Gram),Kharif     ,0.7,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Jammu And Kashmir,Reasi,Onion,Rabi       ,0.96,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Jammu And Kashmir,Reasi,Potato,Rabi       ,17.792500000000004,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Jammu And Kashmir,Reasi,Rapeseed &Mustard,Rabi       ,0.43462616822429906,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Reasi,Rice,Kharif     ,1.1778036025566532,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Jammu And Kashmir,Reasi,Sesamum,Kharif     ,0.5,25.0,35.0,500.0,800.0,5.5,8.0,40.0,40.0,20.0,1.5,Tons/Ha,Kharif,Well-drained loam,Rainfed/Drip
Jammu And Kashmir,Reasi,Small Millets,Kharif     ,0.3,20.0,30.0,400.0,800.0,5.5,7.5,40.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Reasi,Turmeric,Kharif     ,1.075,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Jammu And Kashmir,Reasi,Urad,Kharif     ,0.5086486486486487,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Jammu And Kashmir,Reasi,Wheat,Rabi       ,1.273326823942346,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Jammu And Kashmir,Samba,Arhar/Tur,Rabi       ,0.55,20.0,35.0,600.0,1000.0,6.0,7.5,25.0,50.0,25.0,2.0,Tons/Ha,Kharif,Loam,Rainfed
Jammu And Kashmir,Samba,Bajra,Kharif     ,0.5946666666666667,25.0,35.0,400.0,600.0,6.0,7.5,60.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Jammu And Kashmir,Samba,Barley,Kharif     ,0.2631578947368421,12.0,25.0,300.0,600.0,6.0,8.0,60.0,40.0,40.0,5.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Samba,Barley,Rabi       ,0.4984732824427481,12.0,25.0,300.0,600.0,6.0,8.0,60.0,40.0,40.0,5.0,Tons/Ha,Rabi,Loam,Rainfed
Jammu And Kashmir,Samba,Dry Chillies,Kharif     ,0.7,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Samba,Ginger,Kharif     ,2.1333333333333333,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Jammu And Kashmir,Samba,Gram,Kharif     ,0.20869565217391303,15.0,25.0,400.0,600.0,6.0,8.0,20.0,50.0,25.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Samba,Gram,Rabi       ,0.550485436893204,15.0,25.0,400.0,600.0,6.0,8.0,20.0,50.0,25.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Jammu And Kashmir,Samba,Groundnut,Kharif     ,0.65,20.0,30.0,500.0,1000.0,6.0,7.5,25.0,50.0,45.0,3.5,Tons/Ha,Kharif,Sandy loam,Drip/Furrow
Jammu And Kashmir,Samba,Horse-Gram,Kharif     ,0.275,25.0,32.0,200.0,800.0,6.0,7.5,20.0,30.0,12.0,1.5,Tons/Ha,Kharif,Sandy,Rainfed
Jammu And Kashmir,Samba,Jowar,Kharif     ,0.5966583124477861,25.0,35.0,400.0,800.0,6.0,8.0,80.0,40.0,40.0,3.0,Tons/Ha,Kharif/Rabi,Loam,Rainfed
Jammu And Kashmir,Samba,Maize,Kharif     ,1.3864754098360657,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Jammu And Kashmir,Samba,Masoor,Rabi       ,0.5493243243243244,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Jammu And Kashmir,Samba,Moong(Green Gram),Kharif     ,0.5,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Jammu And Kashmir,Samba,Onion,Kharif     ,1.2666666666666666,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
